price,location,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,accomodation_type,url
25107300,"Москва, ЦАО, р-н Пресненский, Шелепихинское ш.",Шелепиха,18,51,45.9,16.4,unknown,2024,Без отделки,3.1,На улицу,Новостройка,https://www.cian.ru/sale/flat/306796067/
130000000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 15А",Спортивная,9,14,110.0,45.0,20.0,2022,Без ремонта,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/304330115/
310361512,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., 1к1",Давыдково,26,31,246.7,140.9,28.0,2008,Дизайнерский,3.1,unknown,Вторичка,https://www.cian.ru/sale/flat/301450189/
23676000,"Москва, СВАО, р-н Марьина роща, Тэйт жилой комплекс",Марьина Роща,5,49,59.19,24.2,unknown,2027,Предчистовая,3.12,unknown,Новостройка,https://www.cian.ru/sale/flat/296640150/
131000000,"Москва, ЦАО, р-н Пресненский, Лаки жилой квартал",Улица 1905 года,6,21,114.0,40.9,35.0,unknown,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330219/
3557152000,"Москва, ЦАО, р-н Хамовники, Бутиковский пер., 3",Парк Культуры,6,6,490.0,unknown,20.0,2004,Дизайнерский,3.2,unknown,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/306510579/
21804000,"Москва, СВАО, р-н Останкинский, АйЛав жилой комплекс",Алексеевская,16,26,47.4,35.6,unknown,2024,"Без отделки, предчистовая, чистовая",3.0,unknown,Новостройка,https://www.cian.ru/sale/flat/306567973/
239990000,"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9к2",Улица 1905 года,2,17,242.0,unknown,unknown,2017,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330080/
19500000,"Москва, ВАО, р-н Северное Измайлово, 16-я Парковая ул., 49К2",Щёлковская,4,9,61.6,39.3,6.7,1967,Евроремонт,2.5,На улицу,Вторичка,https://www.cian.ru/sale/flat/305913440/
15123041,"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамское ш., 95/1к11",Трикотажная,2,27,39.52,21.4,unknown,2027,Предчистовая,2.85,Во двор,Новостройка,https://www.cian.ru/sale/flat/306514766/
182000000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 13",Спортивная,6,12,114.1,56.6,17.0,2021,Без ремонта,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/304330096/
18500000,"Москва, ЗАО, р-н Тропарево-Никулино, ул. 26 Бакинских Комиссаров, 8к3",Юго,8,9,44.8,unknown,6.5,1970,Дизайнерский,2.64,unknown,Вторичка,https://www.cian.ru/sale/flat/306771748/
18116520,"Москва, СВАО, р-н Марьина роща, Тэйт жилой комплекс",Марьина Роща,20,49,40.62,12.2,unknown,2027,Предчистовая,3.1,unknown,Новостройка,https://www.cian.ru/sale/flat/305005720/
182000000,"Москва, 1-й Зачатьевский пер., 5",Парк Культуры,2,8,184.6,unknown,16.0,2005,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330043/
82450000,"Москва, ЦАО, р-н Якиманка, Мытная ул., 40к1",Серпуховская,2,22,134.5,80.0,45.0,2020,Дизайнерский,2.7,На улицу,Вторичка,https://www.cian.ru/sale/flat/305430394/
32717642,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39",Шелепиха,3,41,84.73,34.3,unknown,2024,Без отделки,3.1,На улицу,Новостройка,https://www.cian.ru/sale/flat/306467503/
229569698,"Москва, ул. Остоженка, 11",Кропоткинская,4,6,172.1,40.2,69.4,2012,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330039/
10000000,"Московская область, Красногорск, мкр. Павшинская пойма, бул. Красногорский, 46",Мякинино,15,20,38.0,18.0,9.5,2014,Евроремонт,unknown,Во двор,Вторичка,https://krasnogorsk.cian.ru/sale/flat/305577968/
31260300,"Москва, СВАО, р-н Марьина роща, Тэйт жилой комплекс",Марьина Роща,5,49,79.14,36.7,unknown,2027,Предчистовая,3.12,unknown,Новостройка,https://www.cian.ru/sale/flat/296640175/
97000000,"Москва, ЦАО, р-н Тверской, Газетный пер., 13С1",Охотный ряд,4,13,114.3,69.9,18.2,1956,Дизайнерский,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/305932404/
35000000,"Москва, ЦАО, р-н Пресненский, Зоологическая ул., 30С2",Баррикадная,3,15,95.0,65.0,20.0,2000,Евроремонт,unknown,unknown,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/300871845/
20206500,"Москва, СВАО, р-н Останкинский, ул. Годовикова, 11к5",Алексеевская,34,37,28.5,21.4,unknown,2024,"Без отделки, предчистовая, чистовая",3.01,На улицу,Новостройка,https://www.cian.ru/sale/flat/306568424/
79000000,"Москва, ЦАО, р-н Тверской, ул. Палиха, 4",Менделеевская,2,10,69.4,unknown,unknown,2019,Дизайнерский,4.35,Во двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/302081797/
22500000,"Москва, ЦАО, р-н Хамовники, Большой Саввинский пер., 10С1",Киевская,11,14,35.5,25.0,unknown,1973,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/303315104/
14757511,"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамское ш., 95/1к6",Трикотажная,2,27,40.1,12.9,unknown,2027,С отделкой,2.85,Во двор,Новостройка,https://www.cian.ru/sale/flat/306515308/
105000000,"Москва, ЦАО, р-н Тверской, Большая Грузинская ул., 69",Белорусская,2,10,115.0,unknown,45.0,2008,Дизайнерский,3.0,На улицу,Вторичка,https://www.cian.ru/sale/flat/306567075/
19300000,"Москва, ЗАО, р-н Кунцево, Рублевское ш., 26К1",Молодёжная,11,17,59.0,unknown,unknown,1988,Евроремонт,2.8,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/299121498/
31438200,"Москва, СВАО, р-н Останкинский, АйЛав жилой комплекс",Алексеевская,17,26,69.4,52.1,unknown,2024,"Без отделки, предчистовая, чистовая",3.0,unknown,Новостройка,https://www.cian.ru/sale/flat/306829888/
49954800,"Москва, ЦАО, р-н Таганский, Славянская пл., 2/5с1",Китай,7,8,53.2,unknown,24.1,2022,Евроремонт,3.0,unknown,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/301496936/
9700000,"Московская область, Красногорск, бул. Космонавтов, 1",Митино,16,24,82.0,42.0,14.0,2012,Косметический,2.8,На улицу и двор,Вторичка,https://krasnogorsk.cian.ru/sale/flat/294741975/
19757175,"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамское ш., 95/1к1",Трикотажная,5,48,56.42,20.4,unknown,2027,Предчистовая,2.85,Во двор,Новостройка,https://www.cian.ru/sale/flat/306515607/
400000000,"Москва, САО, р-н Беговой, ул. 3-я Ямского Поля, 9",Белорусская,6,6,556.4,unknown,unknown,2016,Дизайнерский,3.1,Во двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/302655849/
47000000,"Москва, ЦАО, р-н Басманный, наб. Академика Туполева, 15",Бауманская,13,23,90.8,54.1,11.2,2008,Евроремонт,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305913433/
6914200,"Московская область, Одинцовский городской округ, Перхушково село, Равновесие микрорайон, 5",Толстопальцево,2,6,36.2,21.1,unknown,2024,"Без отделки, предчистовая, черновая, чистовая",2.7,unknown,Новостройка,https://odintsovo.cian.ru/sale/flat/293544818/
462000000,"Москва, ЗАО, р-н Дорогомилово, Поклонная ул., 9",Парк Победы,29,34,330.0,90.6,45.3,2024,Дизайнерский,6.3,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/303777811/
260000000,"Москва, ЦАО, р-н Хамовники, Саввинская наб., 3",Киевская,9,10,220.0,170.0,40.0,1946,Дизайнерский,3.2,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305005343/
14114430,"Москва, СВАО, р-н Марьина роща, Тэйт жилой комплекс",Марьина Роща,20,49,29.59,19.3,unknown,2027,Предчистовая,3.1,unknown,Новостройка,https://www.cian.ru/sale/flat/305005738/
31500000,"Москва, ЗАО, р-н Фили-Давыдково, ул. Ивана Франко, 6",Кунцевская,20,29,92.9,59.2,8.4,2022,Без ремонта,3.0,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/303533444/
29900000,"Москва, ЗАО, р-н Дорогомилово, Большая Дорогомиловская ул., 16",Киевская,7,9,44.0,unknown,7.0,1962,Дизайнерский,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/306863782/
13132576,"Москва, СЗАО, р-н Покровское-Стрешнево, Сити Бэй жилой комплекс, Атлантик квартал",Трикотажная,16,53,21.5,15.5,unknown,2025,Предчистовая,2.85,Во двор,Новостройка,https://www.cian.ru/sale/flat/306512010/
78000000,"Москва, САО, р-н Хорошевский, ул. Гризодубовой, 2",ЦСКА,21,23,244.1,unknown,unknown,2007,Косметический,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/293126875/
22200000,"Москва, ЮЗАО, р-н Академический, Большая Черемушкинская ул., 2К1",Академическая,6,9,58.7,43.0,6.1,1965,Дизайнерский,2.64,Во двор,Вторичка,https://www.cian.ru/sale/flat/305315873/
6660800,"Московская область, Одинцовский городской округ, Перхушково село, Равновесие микрорайон",Толстопальцево,2,6,36.2,13.8,unknown,2026,"Без отделки, предчистовая, черновая, чистовая",2.7,unknown,Новостройка,https://odintsovo.cian.ru/sale/flat/301555506/
250000000,"Москва, САО, р-н Беговой, ул. 3-я Ямского Поля, 9",Белорусская,6,6,324.5,unknown,unknown,2016,Дизайнерский,unknown,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/288460497/
83000000,"Москва, ЦАО, р-н Арбат, ул. Арбат, 40",Смоленская,3,5,155.0,unknown,50.0,1909,Без ремонта,3.3,unknown,Вторичка,https://www.cian.ru/sale/flat/305640017/
9318400,"Московская область, Одинцовский городской округ, Перхушково село, Равновесие микрорайон, 5",Толстопальцево,5,6,51.2,29.2,unknown,2024,"Без отделки, предчистовая, черновая, чистовая",2.7,unknown,Новостройка,https://odintsovo.cian.ru/sale/flat/302837439/
357900000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 13",Спортивная,6,12,228.0,unknown,unknown,2021,Без ремонта,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304330098/
77000000,"Москва, ЦАО, р-н Пресненский, Зоологическая ул., 22",Баррикадная,15,25,138.0,87.2,12.9,1998,Евроремонт,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/306751200/
35632405,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к9",Шелепиха,12,14,75.47,39.2,unknown,2024,Без отделки,3.1,На улицу,Новостройка,https://www.cian.ru/sale/flat/306697779/
456000000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 13",Спортивная,7,12,227.0,112.1,40.0,2021,Без ремонта,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/304482913/
98000000,"Москва, ЦАО, р-н Басманный, Большой Казенный пер., 2",Курская,6,6,228.9,unknown,30.0,1997,Дизайнерский,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305914381/
4755900,"Московская область, Одинцовский городской округ, Перхушково село, Равновесие микрорайон",Толстопальцево,2,6,24.9,11.1,unknown,2026,"Без отделки, предчистовая, черновая, чистовая",2.7,unknown,Новостройка,https://odintsovo.cian.ru/sale/flat/301555619/
545311402,"Москва, ЦАО, р-н Хамовники, Пречистенская наб., 5",Парк Культуры,2,4,219.2,unknown,unknown,2015,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330038/
19000000,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к2",Шелепиха,3,15,30.0,15.0,6.0,2019,Евроремонт,3.0,Во двор,Вторичка,https://www.cian.ru/sale/flat/305010646/
35978400,"Москва, СВАО, р-н Останкинский, АйЛав жилой комплекс",Алексеевская,20,26,78.9,59.2,unknown,2024,"Без отделки, предчистовая, чистовая",3.0,unknown,Новостройка,https://www.cian.ru/sale/flat/306567974/
294798972,"Москва, ЦАО, р-н Хамовники, Комсомольский просп., 32",Фрунзенская,6,18,221.0,unknown,unknown,2002,Дизайнерский,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304330033/
68999999,"Москва, ЗАО, р-н Филевский парк, Филевский бул., 24к3",Фили,13,14,118.0,unknown,12.5,2009,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/305905578/
34426313,"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамское ш., 95/1к1",Трикотажная,36,48,94.69,43.1,unknown,2027,Предчистовая,2.85,Во двор,Новостройка,https://www.cian.ru/sale/flat/306515743/
135000000,"Москва, ЦАО, р-н Замоскворечье, Садовническая ул., 29",Новокузнецкая,2,4,110.0,unknown,25.0,2018,Евроремонт,3.25,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/306233577/
10000000,"Московская область, Красногорск, ул. Видная, 5",Митино,6,34,39.8,18.0,12.0,2020,Евроремонт,unknown,Во двор,Вторичка,https://krasnogorsk.cian.ru/sale/flat/305698742/
12143200,"Московская область, Одинцовский городской округ, Перхушково село, Равновесие микрорайон, 5",Толстопальцево,5,6,70.6,46.8,unknown,2024,"Без отделки, предчистовая, черновая, чистовая",2.7,unknown,Новостройка,https://odintsovo.cian.ru/sale/flat/285450899/
400000000,"Москва, ЦАО, р-н Хамовники, Саввинская наб., 13",Киевская,8,9,256.5,unknown,unknown,2021,Без ремонта,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304330044/
62900000,"Москва, САО, р-н Хорошевский, ул. Авиаконструктора Сухого, 2к1",ЦСКА,5,24,138.3,83.8,17.3,2017,Косметический,3.1,unknown,Вторичка,https://www.cian.ru/sale/flat/300951747/
55838250,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к8",Шелепиха,18,35,115.0,110.0,unknown,2023,Без отделки,3.1,На улицу,Новостройка,https://www.cian.ru/sale/flat/306467489/
420000000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 11",Спортивная,11,14,242.97,unknown,30.0,2019,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330047/
34000000,"Москва, ЦАО, р-н Басманный, наб. Академика Туполева, 15",Бауманская,19,23,71.7,44.7,10.5,2008,Косметический,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305913436/
50884920,"Москва, СВАО, р-н Останкинский, АйЛав жилой комплекс",Алексеевская,11,24,118.89,89.2,unknown,2024,"Без отделки, предчистовая, чистовая",3.0,unknown,Новостройка,https://www.cian.ru/sale/flat/306568625/
115000000,"Москва, ЦАО, р-н Пресненский, 2-я Звенигородская ул., 16",Улица 1905 года,5,21,117.0,unknown,unknown,2022,Евроремонт,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/300822468/
105000000,"Москва, ЦАО, р-н Хамовники, пер. Сивцев Вражек, 31/13",Смоленская,2,9,188.0,109.0,13.0,1965,Косметический,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305687453/
173610717,"Москва, ЦАО, р-н Пресненский, ул. Костикова, 4к4",Улица 1905 года,9,15,126.3,unknown,unknown,2023,"Чистовая, чистовая с мебелью",3.0,unknown,Новостройка,https://www.cian.ru/sale/flat/306541587/
107879750,"Москва, ЦАО, р-н Пресненский, Никитский бул., 12",Арбатская,4,7,131.4,101.4,25.0,1914,Дизайнерский,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/294675252/
34500000,"Москва, ЦАО, р-н Хамовники, Фрунзенская наб., 50",Спортивная,2,16,60.0,40.0,10.0,1956,Без ремонта,3.0,Во двор,Вторичка,https://www.cian.ru/sale/flat/304870578/
143796000,"Москва, ЦАО, р-н Тверской, 1-я Тверская-Ямская ул., 2",Маяковская,5,9,104.2,unknown,28.0,2023,"Без отделки, чистовая с мебелью",unknown,На улицу,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/286258299/
155000000,"Москва, ЦАО, р-н Пресненский, Никитский бул., 12",Арбатская,7,7,245.0,132.0,25.0,1914,Дизайнерский,3.6,Во двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/298234538/
19700000,"Москва, САО, р-н Тимирязевский, Астрадамская ул., 6",Тимирязевская,4,9,50.0,24.0,18.0,1968,Дизайнерский,2.65,Во двор,Вторичка,https://www.cian.ru/sale/flat/302329320/
141031579,"Москва, ЦАО, р-н Арбат, ул. Арбат, 24",Арбатская,7,8,121.8,unknown,unknown,2019,Черновая,3.3,На улицу и двор,Новостройка,https://www.cian.ru/sale/flat/305196550/
59900000,"Москва, ЦАО, р-н Тверской, 1-я Тверская-Ямская ул., 7",Маяковская,8,9,71.3,46.0,7.0,1977,Дизайнерский,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/302543412/
37000000,"Москва, ЗАО, р-н Крылатское, Рублевское ш., 70к5",Крылатское,10,24,103.0,57.0,25.0,2016,Евроремонт,3.0,unknown,Вторичка,https://www.cian.ru/sale/flat/306521643/
131612800,"Москва, ЦАО, р-н Замоскворечье, Космодамианская наб., 4/22С8",Новокузнецкая,2,6,74.78,unknown,unknown,2024,Без отделки,3.23,unknown,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/306862266/
63000000,"Москва, САО, р-н Беговой, ул. 3-я Ямского Поля, 9",Белорусская,3,6,119.0,unknown,unknown,2016,Без ремонта,4.5,Во двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/298128369/
63900000,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 1Б",Фили,26,28,134.0,unknown,35.0,2021,Дизайнерский,3.0,Во двор,Вторичка,https://www.cian.ru/sale/flat/304518292/
109169736,"Москва, ЦАО, р-н Мещанский, Садовая-Сухаревская ул., 14",Сухаревская,4,13,85.76,46.2,13.0,2025,Чистовая,3.28,На улицу и двор,Новостройка,https://www.cian.ru/sale/flat/306186190/
62500000,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с36",Петровский Парк,15,25,125.0,unknown,15.0,2019,Без ремонта,unknown,unknown,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/298822106/
106990000,"Москва, ЦАО, р-н Пресненский, Мерзляковский пер., 15",Арбатская,2,4,203.3,186.7,11.6,1900,Дизайнерский,3.6,unknown,Вторичка,https://www.cian.ru/sale/flat/304695239/
31507600,"Москва, ЦАО, р-н Басманный, ул. Фридриха Энгельса, 56",Бауманская,9,27,69.4,44.0,9.7,2026,"Без отделки, чистовая",3.25,Во двор,Новостройка,https://www.cian.ru/sale/flat/306243023/
47800000,"Москва, САО, р-н Беговой, Ленинградский просп., 29к3",Динамо,5,18,85.2,38.1,18.8,2018,Евроремонт,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/293662864/
9750000,"Москва, ВАО, р-н Измайлово, Сиреневый бул., 22",Щёлковская,1,5,43.0,25.0,7.0,unknown,Косметический,unknown,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/304555608/
25178624,"Москва, ЮЗАО, р-н Котловка, Новые Академики жилой комплекс, 31/2",Нахимовский проспект,8,13,53.25,34.6,5.1,2027,Без отделки,3.4,unknown,Новостройка,https://www.cian.ru/sale/flat/306847831/
150000000,"Москва, ЦАО, р-н Тверской, Новослободская ул., 11",Новослободская,17,17,350.0,239.0,15.3,2002,Дизайнерский,3.4,На улицу,Вторичка,https://www.cian.ru/sale/flat/272987516/
97000000,"Москва, ЦАО, р-н Хамовники, 3-й Обыденский пер., 2",Кропоткинская,3,5,80.8,unknown,36.4,2002,Дизайнерский,3.5,Во двор,Вторичка,https://www.cian.ru/sale/flat/306390525/
39386302,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В19 квартал",Павшино,2,12,85.94,32.1,21.9,2024,Без отделки,3.83,unknown,Новостройка,https://www.cian.ru/sale/flat/298516183/
14584621,"Москва, ЮАО, р-н Даниловский, Автозаводская ул., 26",Тульская,7,20,27.73,12.2,5.5,2024,unknown,2.85,Во двор,Новостройка,https://www.cian.ru/sale/flat/305679586/
17790000,"Москва, ЦАО, р-н Таганский, пер. Ковров, 1",Площадь Ильича,13,14,38.7,20.0,8.0,2011,Дизайнерский,2.75,Во двор,Вторичка,https://www.cian.ru/sale/flat/297215041/
47661359,"Москва, САО, р-н Беговой, Ленинградский просп., вл8",Белорусская,3,36,68.6,unknown,unknown,2027,Без отделки,3.08,На улицу и двор,Новостройка,https://www.cian.ru/sale/flat/306603287/
341165000,"Москва, ЦАО, р-н Хамовники, Зубовская ул., 7",Парк Культуры,6,6,310.15,196.9,22.7,2023,Без ремонта,4.55,На улицу и двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/299517098/
53000000,"Москва, ЦАО, р-н Таганский, Марксистская ул., 7",Пролетарская,5,24,107.6,71.0,18.0,2001,Дизайнерский,unknown,Во двор,Вторичка,https://www.cian.ru/sale/flat/305593868/
35112446,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В21 квартал",Опалиха,4,13,81.26,28.5,25.3,2025,"Без отделки, чистовая",4.1,Во двор,Новостройка,https://www.cian.ru/sale/flat/299934989/
49500000,"Москва, САО, р-н Беговой, ул. 3-я Ямского Поля, 9",Белорусская,4,6,76.8,unknown,unknown,2016,Дизайнерский,3.2,Во двор,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/302059022/
30900000,"Москва, ЗАО, р-н Раменки, Винницкая ул., 8к3",Раменки,15,28,40.0,unknown,18.0,2022,Дизайнерский,3.12,На улицу,Вторичка,https://www.cian.ru/sale/flat/306537307/
107526900,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1",Арбатская,4,6,102.7,37.6,27.1,2017,"Без отделки, черновая",3.2,На улицу,Новостройка / Апартаменты,https://www.cian.ru/sale/flat/303040441/
215900000,"Москва, ЦАО, р-н Тверской, ул. Палиха, 4",Менделеевская,10,10,239.9,191.0,unknown,2019,Без ремонта,4.35,На улицу,Вторичка / Апартаменты,https://www.cian.ru/sale/flat/298866325/
35000000,"Москва, САО, р-н Левобережный, Фестивальная ул., 4",Речной вокзал,21,22,79.8,44.6,10.1,1997,Дизайнерский,2.64,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306872938/
27498940,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В17 квартал",Опалиха,2,7,72.1,25.9,26.9,2026,"Без отделки, чистовая",unknown,unknown,Новостройка,https://www.cian.ru/sale/flat/301919896/
150000000,"Москва, ЦАО, р-н Тверской, Новослободская ул., 11",Новослободская,17,17,350.0,unknown,16.0,2002,Евроремонт,unknown,unknown,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/291161841/
36000000,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к5",Шелепиха,16,41,50.0,20.0,26.0,2023,Евроремонт,3.2,Во двор,Вторичка,https://www.cian.ru/sale/flat/305015991/
58003000,"Москва, ЦАО, р-н Хамовники, Коллекция Лужники жилой комплекс",Воробьёвы горы,9,17,49.8,27.9,unknown,2026,"Без отделки, предчистовая",3.25,unknown,Новостройка,https://www.cian.ru/sale/flat/304065669/
128000000,"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к1",Деловой центр,12,21,106.2,51.2,28.9,2019,Дизайнерский,unknown,На улицу,Вторичка,https://www.cian.ru/sale/flat/306658310/
257500000,"Москва, ЦАО, р-н Хамовники, ул. Пречистенка, 28",Парк Культуры,2,6,249.0,unknown,unknown,1905,Без ремонта,4.7,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306378900/
28625560,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 2",Фили,4,22,67.1,21.5,22.3,2024,Без отделки,3.2,На улицу,Новостройка,https://www.cian.ru/sale/flat/306076580/
142000000,"Москва, ЦАО, р-н Пресненский, Краснопресненская наб., 14Ак3",Москва,30,68,109.3,75.0,30.0,2023,Дизайнерский,3.3,На улицу,Вторичка,https://www.cian.ru/sale/flat/306505771/
150000000,"Москва, ЦАО, р-н Хамовники, пер. 1-й Тружеников, 17",Киевская,13,14,142.0,85.1,23.7,1992,Дизайнерский,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/306459645/
181440000,"Москва, ЦАО, р-н Якиманка, Софийская наб., 34С3",Новокузнецкая,5,6,75.6,unknown,unknown,2026,Без отделки,3.03,На улицу,Новостройка,https://www.cian.ru/sale/flat/303616433/
74500000,"Москва, ЦАО, р-н Басманный, наб. Академика Туполева, 15",Бауманская,6,8,190.3,130.0,25.0,2008,Без ремонта,3.5,Во двор,Вторичка,https://www.cian.ru/sale/flat/305951087/
44000000,"Москва, ЦАО, р-н Хамовники, Фрунзенская наб., 28",Фрунзенская,2,9,73.4,51.0,9.0,1958,Косметический,3.0,Во двор,Вторичка,https://www.cian.ru/sale/flat/300441166/
31773680,"Москва, ЮЗАО, р-н Черемушки, Херсонская ул., 43к5",Зюзино,9,32,76.6,46.0,11.5,2021,"Предчистовая, чистовая",3.1,unknown,Новостройка,https://www.cian.ru/sale/flat/304143916/
135000000,"Москва, ЦАО, р-н Мещанский, ул. Гиляровского, 55",Проспект Мира,5,7,190.1,155.8,29.3,2008,Дизайнерский,3.4,unknown,Вторичка,https://www.cian.ru/sale/flat/303123517/
98000000,"Москва, ЦАО, р-н Хамовники, Кропоткинский пер., 4С1",Парк Культуры,4,5,115.0,82.0,15.0,1998,Дизайнерский,3.0,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/301916112/
21078240,"Москва, ЗАО, р-н Кунцево, 48-й квартал, Кутузовский Квартал жилой комплекс",Кунцевская,7,30,56.31,21.2,15.4,2027,"Без отделки, предчистовая",2.92,unknown,Новостройка,https://www.cian.ru/sale/flat/304761147/
158000000,"Москва, ЦАО, р-н Хамовники, Мансуровский пер., 10С2",Парк Культуры,2,5,228.0,unknown,7.0,1912,Евроремонт,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/305271250/
209900000,"Москва, ЦАО, р-н Хамовники, Фрунзенская наб., 50",Спортивная,12,16,196.0,unknown,15.0,1956,Дизайнерский,4.5,На улицу и двор,Вторичка / Пентхаус,https://www.cian.ru/sale/flat/299059777/
21499360,"Москва, ЮЗАО, р-н Котловка, Севастопольский просп., 22А",Нагорная,24,42,43.0,15.0,unknown,2023,"Без отделки, предчистовая",3.02,unknown,Новостройка,https://www.cian.ru/sale/flat/301259741/
170000000,"Москва, ЦАО, р-н Хамовники, Смоленский бул., 24к3",Смоленская,5,7,185.0,155.0,20.0,2015,Без ремонта,3.4,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/305266581/
250100000,"Москва, ЦАО, р-н Хамовники, 2-й Обыденский пер., 11",Кропоткинская,2,6,282.0,unknown,unknown,1910,Дизайнерский,4.5,На улицу и двор,Вторичка,https://www.cian.ru/sale/flat/294805964/
45289764,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В20 квартал",Павшино,3,13,82.36,32.9,22.0,2024,Чистовая,3.53,На улицу,Новостройка,https://www.cian.ru/sale/flat/293721204/
159355000,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 15",Спортивная,8,15,138.57,unknown,11.4,2022,Без ремонта,unknown,unknown,Вторичка,https://www.cian.ru/sale/flat/304330249/
74000000,"Москва, ЮЗАО, р-н Обручевский, Профсоюзная ул., 64к2",Новые Черёмушки,38,40,115.4,53.0,20.0,2013,Дизайнерский,3.5,На улицу,Вторичка,https://www.cian.ru/sale/flat/304819918/
